location,date,total_cases,total_deaths,percent_infected,percent_death_cases
Netherlands,2/27/2020,1,NULL,5.69E-06,NULL
Netherlands,2/28/2020,6,NULL,3.42E-05,NULL
Netherlands,2/29/2020,10,NULL,5.69E-05,NULL
Netherlands,3/1/2020,18,NULL,0.000102482,NULL
Netherlands,3/2/2020,24,NULL,0.000136643,NULL
Netherlands,3/3/2020,38,NULL,0.000216351,NULL
Netherlands,3/4/2020,82,NULL,0.000466864,NULL
Netherlands,3/5/2020,128,NULL,0.000728763,NULL
Netherlands,3/6/2020,188,1,0.00107037,0.531914894
Netherlands,3/7/2020,265,1,0.001508766,0.377358491
Netherlands,3/8/2020,321,3,0.0018276,0.934579439
Netherlands,3/9/2020,382,3,0.002174901,0.785340314
Netherlands,3/10/2020,503,4,0.002863809,0.795228628
Netherlands,3/11/2020,603,5,0.003433155,0.829187396
Netherlands,3/12/2020,804,5,0.00457754,0.621890547
Netherlands,3/13/2020,959,10,0.005460026,1.042752868
Netherlands,3/14/2020,1135,12,0.006462074,1.057268722
Netherlands,3/15/2020,1413,20,0.008044855,1.415428167
Netherlands,3/16/2020,1705,24,0.009707345,1.407624633
Netherlands,3/17/2020,2051,43,0.011677281,2.096538274
Netherlands,3/18/2020,2460,58,0.014005905,2.357723577
Netherlands,3/19/2020,2994,76,0.017046212,2.538410154
Netherlands,3/20/2020,3632,106,0.020678637,2.918502203
Netherlands,3/21/2020,4205,136,0.023940988,3.234244946
Netherlands,3/22/2020,4750,179,0.027043923,3.768421053
Netherlands,3/23/2020,5562,213,0.03166701,3.829557713
Netherlands,3/24/2020,6414,276,0.036517836,4.303086997
Netherlands,3/25/2020,7434,356,0.042325162,4.788808179
Netherlands,3/26/2020,8606,434,0.048997895,5.042993261
Netherlands,3/27/2020,9765,546,0.055596612,5.591397849
Netherlands,3/28/2020,10869,639,0.061882189,5.879105713
Netherlands,3/29/2020,11756,771,0.066932285,6.558353181
Netherlands,3/30/2020,12601,864,0.071743257,6.856598683
Netherlands,3/31/2020,13620,1039,0.07754489,7.628487518
Netherlands,4/1/2020,14713,1174,0.083767839,7.979338
Netherlands,4/2/2020,15741,1340,0.089620713,8.512800966
Netherlands,4/3/2020,16650,1489,0.094796066,8.942942943
Netherlands,4/4/2020,17874,1655,0.101764858,9.259259259
Netherlands,4/5/2020,18828,1770,0.107196416,9.400892288
Netherlands,4/6/2020,19617,1873,0.111688554,9.547841158
Netherlands,4/7/2020,20589,2107,0.117222595,10.23361989
Netherlands,4/8/2020,21802,2254,0.124128759,10.33850105
Netherlands,4/9/2020,23140,2402,0.131746605,10.38029386
Netherlands,4/10/2020,24463,2519,0.139279049,10.2971835
Netherlands,4/11/2020,25637,2652,0.145963168,10.34442407
Netherlands,4/12/2020,26601,2746,0.151451661,10.32292019
Netherlands,4/13/2020,27469,2832,0.156393582,10.30980378
Netherlands,4/14/2020,28205,2954,0.160583967,10.47332033
Netherlands,4/15/2020,29267,3143,0.166630418,10.73905764
Netherlands,4/16/2020,30506,3324,0.173684612,10.89621714
Netherlands,4/17/2020,31646,3468,0.180175154,10.95873096
Netherlands,4/18/2020,32719,3610,0.186284233,11.03334454
Netherlands,4/19/2020,33472,3694,0.190571407,11.03608987
Netherlands,4/20/2020,34201,3761,0.194721937,10.99675448
Netherlands,4/21/2020,34909,3926,0.198752905,11.24638345
Netherlands,4/22/2020,35800,4065,0.203825776,11.3547486
Netherlands,4/23/2020,36608,4189,0.208426089,11.44285402
Netherlands,4/24/2020,37263,4301,0.212155304,11.54228055
Netherlands,4/25/2020,37918,4421,0.215884518,11.65937022
Netherlands,4/26/2020,38319,4488,0.218167595,11.71220543
Netherlands,4/27/2020,38490,4531,0.219141176,11.7718888
Netherlands,4/28/2020,38877,4579,0.221344544,11.77817218
Netherlands,4/29/2020,39391,4724,0.224270981,11.99258714
Netherlands,4/30/2020,39866,4808,0.226975374,12.06040235
Netherlands,5/1/2020,40312,4906,0.229514656,12.17007343
Netherlands,5/2/2020,40647,5000,0.231421964,12.30103083
Netherlands,5/3/2020,40846,5069,0.232554962,12.41002791
Netherlands,5/4/2020,41163,5095,0.234359788,12.37762068
Netherlands,5/5/2020,41395,5182,0.23568067,12.5184201
Netherlands,5/6/2020,41850,5218,0.238271193,12.46833931
Netherlands,5/7/2020,42169,5302,0.240087406,12.57321729
Netherlands,5/8/2020,42458,5373,0.241732815,12.65485892
Netherlands,5/9/2020,42703,5437,0.243127712,12.73212655
Netherlands,5/10/2020,42864,5455,0.244044359,12.72629713
Netherlands,5/11/2020,43060,5471,0.245160277,12.70552717
Netherlands,5/12/2020,43287,5525,0.246452691,12.76364728
Netherlands,5/13/2020,43557,5577,0.247989925,12.80391212
Netherlands,5/14/2020,43757,5605,0.249128616,12.80937907
Netherlands,5/15/2020,43946,5658,0.25020468,12.87489191
Netherlands,5/16/2020,44072,5685,0.250922055,12.89934652
Netherlands,5/17/2020,44218,5695,0.2517533,12.87937039
Netherlands,5/18/2020,44326,5709,0.252368194,12.87957406
Netherlands,5/19/2020,44524,5730,0.253495498,12.86946366
Netherlands,5/20/2020,44777,5763,0.254935943,12.87044688
Netherlands,5/21/2020,44965,5790,0.256006313,12.87668186
Netherlands,5/22/2020,45141,5803,0.257008361,12.85527569
Netherlands,5/23/2020,45313,5826,0.257987636,12.85723744
Netherlands,5/24/2020,45522,5837,0.259177569,12.8223716
Netherlands,5/25/2020,45655,5845,0.259934799,12.8025408
Netherlands,5/26/2020,45845,5871,0.261016555,12.80619479
Netherlands,5/27/2020,46027,5886,0.262052765,12.78814609
Netherlands,5/28/2020,46203,5918,0.263054813,12.80869208
Netherlands,5/29/2020,46334,5946,0.263800656,12.83290888
Netherlands,5/30/2020,46519,5966,0.264853946,12.82486726
Netherlands,5/31/2020,46622,5971,0.265440372,12.80725838
Netherlands,6/1/2020,46724,5977,0.266021105,12.79214108
Netherlands,6/2/2020,46810,5982,0.266510742,12.77932066
Netherlands,6/3/2020,47019,5992,0.267700674,12.74378443
Netherlands,6/4/2020,47229,6005,0.268896301,12.71464566
Netherlands,6/5/2020,47412,6020,0.269938203,12.69720746
Netherlands,6/6/2020,47651,6026,0.27129894,12.64611446
Netherlands,6/7/2020,47816,6028,0.27223836,12.60665886
Netherlands,6/8/2020,47980,6031,0.273172087,12.56982076
Netherlands,6/9/2020,48164,6046,0.274219683,12.55294411
Netherlands,6/10/2020,48328,6057,0.27515341,12.5331071
Netherlands,6/11/2020,48538,6059,0.276349036,12.48300301
Netherlands,6/12/2020,48717,6068,0.277368165,12.45561098
Netherlands,6/13/2020,48860,6072,0.27818233,12.42734343
Netherlands,6/14/2020,49025,6074,0.27912175,12.38959714
Netherlands,6/15/2020,49164,6080,0.279913141,12.36677244
Netherlands,6/16/2020,49281,6085,0.280579275,12.34755788
Netherlands,6/17/2020,49396,6089,0.281234023,12.32690906
Netherlands,6/18/2020,49503,6093,0.281843223,12.30834495
Netherlands,6/19/2020,49579,6096,0.282275925,12.29552835
Netherlands,6/20/2020,49670,6104,0.28279403,12.28910811
Netherlands,6/21/2020,49735,6105,0.283164105,12.27505781
Netherlands,6/22/2020,49799,6105,0.283528486,12.25928231
Netherlands,6/23/2020,49881,6110,0.28399535,12.24915298
Netherlands,6/24/2020,49991,6112,0.28462163,12.22620072
Netherlands,6/25/2020,50082,6115,0.285139735,12.20997564
Netherlands,6/26/2020,50151,6118,0.285532583,12.19915854
Netherlands,6/27/2020,50224,6120,0.285948205,12.18540937
Netherlands,6/28/2020,50300,6120,0.286380908,12.16699801
Netherlands,6/29/2020,50350,6122,0.286665581,12.15888779
Netherlands,6/30/2020,50412,6128,0.287018575,12.15583591
Netherlands,7/1/2020,50489,6130,0.287456972,12.14125849
Netherlands,7/2/2020,50564,6133,0.287883981,12.12918282
Netherlands,7/3/2020,50625,6135,0.288231282,12.11851852
Netherlands,7/4/2020,50699,6141,0.288652598,12.11266494
Netherlands,7/5/2020,50735,6142,0.288857562,12.10604119
Netherlands,7/6/2020,50772,6143,0.28906822,12.09918853
Netherlands,7/7/2020,50824,6147,0.28936428,12.09467968
Netherlands,7/8/2020,50876,6150,0.28966034,12.08821448
Netherlands,7/9/2020,50918,6152,0.289899465,12.08217133
Netherlands,7/10/2020,50999,6151,0.290360635,12.0610208
Netherlands,7/11/2020,51100,6152,0.290935674,12.03913894
Netherlands,7/12/2020,51171,6152,0.29133991,12.02243458
Netherlands,7/13/2020,51224,6152,0.291641663,12.00999531
Netherlands,7/14/2020,51330,6150,0.292245169,11.98129749
Netherlands,7/15/2020,51429,6151,0.292808822,11.96017811
Netherlands,7/16/2020,51532,6152,0.293395248,11.93821315
Netherlands,7/17/2020,51660,6153,0.29412401,11.91056911
Netherlands,7/18/2020,51804,6151,0.294943868,11.87360049
Netherlands,7/19/2020,51989,6151,0.295997158,11.83134894
Netherlands,7/20/2020,52152,6151,0.296925191,11.7943703
Netherlands,7/21/2020,52320,6151,0.297881692,11.75649847
Netherlands,7/22/2020,52483,6154,0.298809726,11.72570166
Netherlands,7/23/2020,52676,6154,0.299908563,11.68273977
Netherlands,7/24/2020,52816,6154,0.300705647,11.65177219
Netherlands,7/25/2020,53098,6155,0.302311202,11.5917737
Netherlands,7/26/2020,53265,6174,0.303262009,11.5911011
Netherlands,7/27/2020,53488,6156,0.30453165,11.50912354
Netherlands,7/28/2020,53735,6160,0.305937934,11.46366428
Netherlands,7/29/2020,54078,6162,0.30789079,11.39465217
Netherlands,7/30/2020,54427,6162,0.309877807,11.32158671
Netherlands,7/31/2020,54860,6162,0.312343074,11.23222749
Netherlands,8/1/2020,55226,6163,0.314426879,11.15959874
Netherlands,8/2/2020,55616,6165,0.316647328,11.08493959
Netherlands,8/3/2020,56105,6165,0.319431429,10.98832546
Netherlands,8/4/2020,56531,6166,0.321856841,10.90728981
Netherlands,8/5/2020,57138,6169,0.32531277,10.79666772
Netherlands,8/6/2020,57677,6169,0.328381544,10.69577128
Netherlands,8/7/2020,58163,6170,0.331148564,10.60811856
Netherlands,8/8/2020,58741,6174,0.334439382,10.5105463
Netherlands,8/9/2020,59383,6174,0.338094582,10.39691494
Netherlands,8/10/2020,59613,6174,0.339404077,10.35680137
Netherlands,8/11/2020,60832,6176,0.346344402,10.15255129
Netherlands,8/12/2020,61452,6178,0.349874345,10.05337499
Netherlands,8/13/2020,62103,6182,0.353580786,9.954430543
Netherlands,8/14/2020,62764,6184,0.357344162,9.852781849
Netherlands,8/15/2020,63302,6186,0.360407242,9.77220309
Netherlands,8/16/2020,63801,6189,0.363248277,9.700474914
Netherlands,8/17/2020,64299,6189,0.366083619,9.625344096
Netherlands,8/18/2020,64858,6192,0.369266261,9.547010392
Netherlands,8/19/2020,65402,6198,0.372363502,9.476774411
Netherlands,8/20/2020,65942,6208,0.375437969,9.414333808
Netherlands,8/21/2020,66450,6212,0.378330246,9.348382242
Netherlands,8/22/2020,66922,6217,0.381017557,9.289919608
Netherlands,8/23/2020,67524,6217,0.384445019,9.207096736
Netherlands,8/24/2020,67951,6219,0.386876125,9.152183191
Netherlands,8/25/2020,68522,6224,0.390127089,9.08321415
Netherlands,8/26/2020,69066,6232,0.39322433,9.02325312
Netherlands,8/27/2020,69575,6235,0.3961223,8.961552282
Netherlands,8/28/2020,70076,6237,0.398974722,8.900336777
Netherlands,8/29/2020,70584,6241,0.401866999,8.841947183
Netherlands,8/30/2020,71127,6241,0.404958546,8.77444571
Netherlands,8/31/2020,71605,6241,0.407680019,8.715871797
Netherlands,9/1/2020,72345,6249,0.411893177,8.637777317
Netherlands,9/2/2020,72959,6254,0.41538896,8.571937664
Netherlands,9/3/2020,73712,6254,0.419676133,8.484371608
Netherlands,9/4/2020,74373,6256,0.423439509,8.411654767
Netherlands,9/5/2020,75298,6260,0.428705957,8.313633828
Netherlands,9/6/2020,76095,6262,0.433243642,8.2291872
Netherlands,9/7/2020,77064,6262,0.438760603,8.125713693
Netherlands,9/8/2020,78215,6263,0.445313772,8.007415457
Netherlands,9/9/2020,79041,6265,0.450016568,7.926266115
Netherlands,9/10/2020,80311,6268,0.457247259,7.804659387
Netherlands,9/11/2020,81543,6271,0.464261598,7.690421005
Netherlands,9/12/2020,82632,6272,0.470461774,7.590279795
Netherlands,9/13/2020,83948,6273,0.477954364,7.472482966
Netherlands,9/14/2020,85327,6275,0.485805641,7.354061434
Netherlands,9/15/2020,86869,6277,0.494584953,7.225822791
Netherlands,9/16/2020,88630,6279,0.504611131,7.084508631
Netherlands,9/17/2020,90612,6285,0.515895564,6.936167395
Netherlands,9/18/2020,92508,6293,0.526690359,6.802654906
Netherlands,9/19/2020,94362,6295,0.537246029,6.671117611
Netherlands,9/20/2020,96579,6299,0.549868424,6.522121786
Netherlands,9/21/2020,98831,6301,0.56269009,6.375529945
Netherlands,9/22/2020,101191,6311,0.57612665,6.236720657
Netherlands,9/23/2020,103757,6317,0.590736062,6.088263924
Netherlands,9/24/2020,106536,6334,0.60655818,5.945408125
Netherlands,9/25/2020,109258,6350,0.622055771,5.811931392
Netherlands,9/26/2020,112259,6388,0.639141837,5.69041235
Netherlands,9/27/2020,115184,6396,0.6557952,5.552854563
Netherlands,9/28/2020,118196,6402,0.672943893,5.416426952
Netherlands,9/29/2020,121504,6415,0.69177785,5.279661575
Netherlands,9/30/2020,124764,6428,0.710338522,5.152127216
Netherlands,10/1/2020,128590,6441,0.73212169,5.008943153
Netherlands,10/2/2020,132563,6450,0.754741796,4.865611068
Netherlands,10/3/2020,136570,6471,0.77755548,4.738229479
Netherlands,10/4/2020,141150,6476,0.803631515,4.588026922
Netherlands,10/5/2020,145685,6476,0.829451344,4.445207125
Netherlands,10/6/2020,150677,6504,0.857873084,4.316518115
Netherlands,10/7/2020,156508,6540,0.891071634,4.17870013
Netherlands,10/8/2020,162480,6553,0.925072962,4.033111768
Netherlands,10/9/2020,168983,6566,0.962097515,3.88559796
Netherlands,10/10/2020,175360,6589,0.998404693,3.757413321
Netherlands,10/11/2020,182208,6606,1.03739349,3.62552687
Netherlands,10/12/2020,189586,6618,1.079399818,3.490764086
Netherlands,10/13/2020,196882,6653,1.120939284,3.379181439
Netherlands,10/14/2020,204683,6685,1.165353945,3.266026001
Netherlands,10/15/2020,212675,6714,1.210856057,3.156929587
Netherlands,10/16/2020,220798,6730,1.257104011,3.048034855
Netherlands,10/17/2020,228983,6759,1.30370496,2.95174751
Netherlands,10/18/2020,236979,6773,1.349229846,2.858059153
Netherlands,10/19/2020,245147,6790,1.395734006,2.769766711
Netherlands,10/20/2020,253890,6836,1.445511904,2.692504628
Netherlands,10/21/2020,263174,6895,1.498369963,2.61993966
Netherlands,10/22/2020,273170,6941,1.555281764,2.540908592
Netherlands,10/23/2020,281828,6986,1.604575718,2.478816867
Netherlands,10/24/2020,292034,7041,1.662683144,2.411020635
Netherlands,10/25/2020,302381,7068,1.721593348,2.337448451
Netherlands,10/26/2020,312678,7094,1.780218879,2.268787699
Netherlands,10/27/2020,320783,7164,1.826364352,2.23328543
Netherlands,10/28/2020,331060,7224,1.884876014,2.182081798
Netherlands,10/29/2020,342179,7280,1.948181567,2.127541433
Netherlands,10/30/2020,352000,7367,2.004097012,2.092897727
Netherlands,10/31/2020,360687,7417,2.053556077,2.05635357
Netherlands,11/1/2020,368978,7456,2.100760532,2.020716682
Netherlands,11/2/2020,376734,7485,2.144918988,1.986812977
Netherlands,11/3/2020,384382,7598,2.18846255,1.976679449
Netherlands,11/4/2020,391358,7704,2.228180109,1.968530093
Netherlands,11/5/2020,398607,7792,2.269451982,1.954807618
Netherlands,11/6/2020,405278,7910,2.307433036,1.951746702
Netherlands,11/7/2020,410951,7983,2.33973202,1.942567362
Netherlands,11/8/2020,415635,8027,2.366400175,1.931261804
Netherlands,11/9/2020,420308,8066,2.393005701,1.919068873
Netherlands,11/10/2020,425727,8164,2.423858547,1.917660848
Netherlands,11/11/2020,431363,8238,2.455946873,1.909760457
Netherlands,11/12/2020,437458,8327,2.490648496,1.903497021
Netherlands,11/13/2020,443381,8382,2.524370844,1.89047343
Netherlands,11/14/2020,448794,8467,2.55518953,1.886611675
Netherlands,11/15/2020,453634,8510,2.582745863,1.875961678
Netherlands,11/16/2020,457942,8554,2.607273278,1.867922139
Netherlands,11/17/2020,462566,8640,2.633599825,1.867841562
Netherlands,11/18/2020,468221,8722,2.665796327,1.86279556
Netherlands,11/19/2020,474163,8795,2.699626851,1.854847384
Netherlands,11/20/2020,480243,8847,2.734243072,1.84219239
Netherlands,11/21/2020,485644,8895,2.764993435,1.831588571
Netherlands,11/22/2020,490825,8916,2.794491238,1.816533388
Netherlands,11/23/2020,494756,8970,2.816872219,1.8130149
Netherlands,11/24/2020,499673,9060,2.84486695,1.813185824
Netherlands,11/25/2020,504159,9134,2.8704078,1.81173003
Netherlands,11/26/2020,509907,9209,2.903133793,1.806015607
Netherlands,11/27/2020,514378,9292,2.928589241,1.80645362
Netherlands,11/28/2020,519972,9351,2.960438442,1.798366066
Netherlands,11/29/2020,524540,9374,2.986446155,1.78708964
Netherlands,11/30/2020,528589,9401,3.009498964,1.778508444
Netherlands,12/1/2020,533513,9463,3.037533549,1.77371498
Netherlands,12/2/2020,539122,9529,3.069468151,1.767503459
Netherlands,12/3/2020,545029,9590,3.103099404,1.759539401
Netherlands,12/4/2020,551565,9649,3.140311842,1.749385838
Netherlands,12/5/2020,558363,9688,3.179015966,1.735071987
Netherlands,12/6/2020,565430,9713,3.219251629,1.717807686
Netherlands,12/7/2020,571592,9730,3.254334714,1.702263153
Netherlands,12/8/2020,578126,9801,3.291535765,1.695305176
Netherlands,12/9/2020,586870,9867,3.341319356,1.681292279
Netherlands,12/10/2020,595724,9928,3.391729228,1.666543567
Netherlands,12/11/2020,604828,9992,3.443562465,1.652039919
Netherlands,12/12/2020,614719,10045,3.499876452,1.634079962
Netherlands,12/13/2020,623176,10074,3.548026021,1.616557762
Netherlands,12/14/2020,629826,10108,3.585887513,1.604887699
Netherlands,12/15/2020,641015,10194,3.649591608,1.590290399
Netherlands,12/16/2020,653801,10272,3.722388155,1.571120264
Netherlands,12/17/2020,665750,10347,3.790419278,1.554187007
Netherlands,12/18/2020,677988,10431,3.86009581,1.538522806
Netherlands,12/19/2020,691028,10485,3.934338494,1.517304653
Netherlands,12/20/2020,702201,10517,3.997951494,1.497719314
Netherlands,12/21/2020,712021,10545,4.053861246,1.480995645
Netherlands,12/22/2020,722433,10659,4.113141525,1.47543094
Netherlands,12/23/2020,733940,10763,4.178656139,1.466468649
Netherlands,12/24/2020,745442,10852,4.244142286,1.455780597
Netherlands,12/25/2020,755298,10950,4.300257003,1.449758903
Netherlands,12/26/2020,764378,10996,4.351953596,1.43855527
Netherlands,12/27/2020,771793,11024,4.394170583,1.428362268
Netherlands,12/28/2020,779313,11069,4.436985383,1.420353568
Netherlands,12/29/2020,788723,11239,4.490560817,1.424961615
Netherlands,12/30/2020,798415,11351,4.545741806,1.421691727
Netherlands,12/31/2020,806620,11459,4.592456624,1.420619375
Netherlands,1/1/2021,815223,11556,4.641437439,1.417526247
Netherlands,1/2/2021,822625,11592,4.68358041,1.409147546
Netherlands,1/3/2021,829188,11639,4.720946571,1.403662378
Netherlands,1/4/2021,835529,11702,4.757048785,1.400549831
Netherlands,1/5/2021,842667,11889,4.797688684,1.410877606
Netherlands,1/6/2021,852302,12026,4.852545146,1.411002203
Netherlands,1/7/2021,860445,12111,4.89890697,1.4075275
Netherlands,1/8/2021,867789,12198,4.940719721,1.405641233
Netherlands,1/9/2021,874401,12334,4.978364862,1.410565633
Netherlands,1/10/2021,879818,12388,5.009206321,1.408018477
Netherlands,1/11/2021,884710,12438,5.037058714,1.405884414
Netherlands,1/12/2021,890810,12590,5.071788805,1.413320461
Netherlands,1/13/2021,897294,12712,5.108705183,1.416704001
Netherlands,1/14/2021,903325,12801,5.143042424,1.417097944
Netherlands,1/15/2021,908597,12895,5.173058332,1.419221063
Netherlands,1/16/2021,914195,12992,5.204930306,1.421141004
Netherlands,1/17/2021,918964,13033,5.232082405,1.418227482
Netherlands,1/18/2021,923249,13083,5.25647887,1.417060836
Netherlands,1/19/2021,928787,13189,5.288009237,1.420024182
Netherlands,1/20/2021,934587,13275,5.32103129,1.420413509
Netherlands,1/21/2021,940336,13364,5.353762977,1.421194126
Netherlands,1/22/2021,945766,13449,5.384678451,1.422021938
Netherlands,1/23/2021,950657,13537,5.412525151,1.423962586
Netherlands,1/24/2021,954703,13567,5.43556088,1.421070218
Netherlands,1/25/2021,958625,13606,5.45789062,1.419324553
Netherlands,1/26/2021,963360,13692,5.48484914,1.421275536
Netherlands,1/27/2021,968059,13760,5.511602697,1.421400968
Netherlands,1/28/2021,972424,13843,5.536454639,1.42355598
Netherlands,1/29/2021,976622,13899,5.560355773,1.423170889
Netherlands,1/30/2021,980328,13986,5.581455726,1.426665361
Netherlands,1/31/2021,983516,14025,5.599606468,1.426006288
Netherlands,2/1/2021,987094,14052,5.619977659,1.423572628
Netherlands,2/2/2021,991122,14135,5.642910905,1.426161461
Netherlands,2/3/2021,995329,14196,5.666863281,1.42626207
Netherlands,2/4/2021,999662,14261,5.691533032,1.426582185
Netherlands,2/5/2021,1003747,14321,5.714790805,1.426753953
Netherlands,2/6/2021,1007688,14382,5.737228721,1.427227475
Netherlands,2/7/2021,1009909,14430,5.74987389,1.428841609
Netherlands,2/8/2021,1011663,14455,5.759860214,1.428835492
Netherlands,2/9/2021,1014860,14538,5.778062198,1.432512859
Netherlands,2/10/2021,1019274,14617,5.803193119,1.434059929
Netherlands,2/11/2021,1023628,14689,5.827982432,1.434993963
Netherlands,2/12/2021,1027828,14754,5.851894953,1.435454181
Netherlands,2/13/2021,1031278,14820,5.871537382,1.437051891
Netherlands,2/14/2021,1034092,14843,5.887558771,1.435365519
Netherlands,2/15/2021,1036796,14870,5.90295388,1.434226212
Netherlands,2/16/2021,1040169,14956,5.922157911,1.437843274
Netherlands,2/17/2021,1044695,15044,5.9479265,1.440037523
Netherlands,2/18/2021,1049427,15116,5.97486794,1.440405097
Netherlands,2/19/2021,1053998,15165,6.000892734,1.438807284
Netherlands,2/20/2021,1058672,15227,6.027503954,1.438311394
Netherlands,2/21/2021,1062834,15244,6.051200124,1.434278542
Netherlands,2/22/2021,1066640,15276,6.072869423,1.432160804
Netherlands,2/23/2021,1071007,15370,6.097732751,1.435097997
Netherlands,2/24/2021,1076021,15433,6.126279747,1.434265688
Netherlands,2/25/2021,1081135,15465,6.155396088,1.430441157
Netherlands,2/26/2021,1086074,15530,6.183516074,1.429920981
Netherlands,2/27/2021,1090745,15570,6.210110214,1.427464714
Netherlands,2/28/2021,1094509,15590,6.231540388,1.424382988
Netherlands,3/1/2021,1098493,15611,6.254223122,1.421128765
Netherlands,3/2/2021,1103491,15676,6.282679022,1.420582497
Netherlands,3/3/2021,1107609,15724,6.30612468,1.419634546
Netherlands,3/4/2021,1112279,15757,6.332713126,1.416640969
Netherlands,3/5/2021,1117616,15789,6.363099108,1.412739259
Netherlands,3/6/2021,1122145,15830,6.388884777,1.410691132
Netherlands,3/7/2021,1125979,15860,6.410713493,1.408552025
Netherlands,3/8/2021,1130276,15888,6.435178279,1.405674366
Netherlands,3/9/2021,1135550,15944,6.465205574,1.404077319
Netherlands,3/10/2021,1140873,15975,6.495511848,1.400243498
Netherlands,3/11/2021,1146900,16025,6.529826315,1.397244747
Netherlands,3/12/2021,1153300,16051,6.566264443,1.391745426
Netherlands,3/13/2021,1159274,16073,6.600277158,1.386471188
Netherlands,3/14/2021,1164743,16096,6.631414676,1.381935758
Netherlands,3/15/2021,1169648,16114,6.659341085,1.377679439
Netherlands,3/16/2021,1175575,16146,6.693086207,1.373455543
Netherlands,3/17/2021,1181705,16192,6.727987101,1.370223533
Netherlands,3/18/2021,1189080,16225,6.769976349,1.364500286
Netherlands,3/19/2021,1196679,16271,6.813240932,1.35967958
Netherlands,3/20/2021,1203646,16287,6.85290725,1.353138714
Netherlands,3/21/2021,1209907,16302,6.888553987,1.347376286
Netherlands,3/22/2021,1215470,16317,6.920226691,1.342443664
Netherlands,3/23/2021,1223053,16366,6.963400178,1.338126802
Netherlands,3/24/2021,1230761,16398,7.007285348,1.33234641
Netherlands,3/25/2021,1238327,16424,7.050362047,1.326305572
Netherlands,3/26/2021,1247125,16448,7.100453085,1.318873409
Netherlands,3/27/2021,1254567,16477,7.142823795,1.313361502
Netherlands,3/28/2021,1261285,16492,7.181072442,1.30755539
Netherlands,3/29/2021,1267117,16502,7.214276686,1.302326462
Netherlands,3/30/2021,1274750,16536,7.257734847,1.297195529
Netherlands,3/31/2021,1282590,16565,7.302371553,1.2915273
Netherlands,4/1/2021,1289847,16586,7.343688973,1.285888947
Netherlands,4/2/2021,1297475,16602,7.387118666,1.279562227
Netherlands,4/3/2021,1304297,16633,7.425959433,1.275246359
Netherlands,4/4/2021,1309617,16649,7.456248626,1.271287712
Netherlands,4/5/2021,1315158,16656,7.487796074,1.266463801
Netherlands,4/6/2021,1321517,16676,7.52400077,1.261883124
Netherlands,4/7/2021,1329310,16699,7.568369883,1.256215631
Netherlands,4/8/2021,1336945,16718,7.611839431,1.250462809
Netherlands,4/9/2021,1344629,16758,7.655587958,1.246291728
Netherlands,4/10/2021,1352850,16781,7.702393871,1.240418376
Netherlands,4/11/2021,1359525,16798,7.740397699,1.235578603
Netherlands,4/12/2021,1366210,16818,7.778458462,1.230996699
Netherlands,4/13/2021,1371599,16849,7.809140504,1.22842026
Netherlands,4/14/2021,1380341,16875,7.858912709,1.222524
Netherlands,4/15/2021,1389242,16888,7.909590174,1.215626939
Netherlands,4/16/2021,1397530,16900,7.956777549,1.209276366
Netherlands,4/17/2021,1406038,16931,8.005217484,1.204163757
Netherlands,4/18/2021,1413155,16943,8.045737821,1.198948452
Netherlands,4/19/2021,1419979,16965,8.084589974,1.194735978
Netherlands,4/20/2021,1428454,16992,8.132842026,1.18953778
Netherlands,4/21/2021,1438066,17010,8.187567539,1.182838618
Netherlands,4/22/2021,1447276,17029,8.240004281,1.176624224
Netherlands,4/23/2021,1455338,17043,8.285904935,1.171068164
Netherlands,4/24/2021,1463352,17065,8.331532303,1.166158245
Netherlands,4/25/2021,1469552,17076,8.366831739,1.161986782
Netherlands,4/26/2021,1474894,17089,8.397246189,1.158659538
Netherlands,4/27/2021,1483543,17120,8.446488902,1.153994188
Netherlands,4/28/2021,1490820,17131,8.487920191,1.149099153
Netherlands,4/29/2021,1498578,17151,8.532090034,1.144484972
Netherlands,4/30/2021,1504337,17175,8.564878655,1.141698968
Netherlands,5/1/2021,1509845,17196,8.596238219,1.138924857
Netherlands,5/2/2021,1519032,17199,8.648544012,1.132234212
Netherlands,5/3/2021,1526767,17216,8.692582905,1.127611482
Netherlands,5/4/2021,1534040,17248,8.733991421,1.124351386
Netherlands,5/5/2021,1540832,17272,8.772661384,1.120952836
Netherlands,5/6/2021,1548317,17296,8.815276913,1.117083905
Netherlands,5/7/2021,1555719,17317,8.857419885,1.113118757
Netherlands,5/8/2021,1562282,17346,8.894786046,1.110298909
Netherlands,5/9/2021,1568140,17350,8.928138319,1.106406316
Netherlands,5/10/2021,1573661,17367,8.959571898,1.103604906
Netherlands,5/11/2021,1580022,17410,8.99578798,1.101883391
Netherlands,5/12/2021,1586039,17426,9.030045513,1.098711948
Netherlands,5/13/2021,1591554,17440,9.061444931,1.095784372
Netherlands,5/14/2021,1596005,17450,9.08678651,1.093354971
Netherlands,5/15/2021,1600446,17463,9.112071155,1.091133347
Netherlands,5/16/2021,1603275,17476,9.128177946,1.090018868
Netherlands,5/17/2021,1608611,17483,9.158558234,1.086838272
Netherlands,5/18/2021,1613175,17500,9.184543174,1.084817208
Netherlands,5/19/2021,1617826,17515,9.211023445,1.082625696
